Report Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,Organization Address,Organization City,Organization State,Organization ZIP,Jurisdiction,Organization Country,Phone,Status,Case Number,Patient ID,Other Idenifier,Class,Common Species Name,Species,Subspecies,Genus,TSN Code,Gender,Patient Flag,Date Found,Time Found,Date Admitted,Time Admitted,Details of rescue,Care Given,Circumstances of Rescue,Primary,Suspected/Observed,Admission Comments,Rescue State,Rescue Juristiction,Rescue Address,Other Rescue Information,Latitude,Longitude,Elevation
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0009801,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,10/01/2011,,10/04/2011,,Her dog caught it.,none,Animal interaction / Domestic animal / Dog,Yes,Suspected,,OH,Lucas County,,,41.547507,-83.820373,204.0247039795
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0009802,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,10/01/2011,,10/04/2011,,Her dog caught it.,none,Animal interaction / Domestic animal / Dog,Yes,Suspected,,OH,Lucas County,,,41.547507,-83.820373,204.0247039795
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010039,George,black mark on right leg,Birds,American Kestrel,sparverius,,Falco,175622,Female,,10/25/2011,9:00 AM,10/25/2011,,Found under window in back yard,Put in box and covered,Collision / Stationary object / Walls/windows,Yes,Observed,"Laying under window, did not walk or flap when I came close",OR,Umatilla County,,,45.60450662367,-118.806351692065,423.3490600586
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010042,Dark phase,,Birds,Red-tailed Hawk,jamaicensis,,Buteo,175350,Male,,10/24/2011,10:00 PM,10/25/2011,,Found on I84 in median on ground.,Put in empty ice chest,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,OR,Umatilla County,,,45.694272399032,-118.939457267273,482.8333129883
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010171,11-1587,,Birds,Amazonian White-tailed Trogon,viridis,,Trogon,554496,Male,,11/06/2011,,11/06/2011,,foudn on road,,Collision,Yes,Observed,,KA,Ellis County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010239,LRM111111b,,Birds,Northern Mockingbird,polyglottos,,Mimus,178620,Undetermined,,11/11/2011,,11/11/2011,,dont know,none,Animal interaction / Domestic animal / Cat,Yes,Observed,,FL,Okaloosa County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010240,LRM111111b,,Birds,Northern Mockingbird,polyglottos,,Mimus,178620,Undetermined,,11/11/2011,,11/11/2011,,dont know,none,Animal interaction / Domestic animal / Cat,Yes,Observed,,FL,Okaloosa County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010279,11-1,,Birds,American Crow,brachyrhynchos,,Corvus,179731,Indeterminate,,11/15/2011,2:30 PM,11/15/2011,,Found outside,,Environment,Yes,Suspected,,VA,James City County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010345,,,Birds,Brown Pelican,occidentalis,,Pelecanus,174685,Undetermined,,11/21/2011,,11/21/2011,,Perry Rd,,Electrocution/Electric Shock,Yes,Suspected,,KA,Douglas County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010541,,red paint on fur,Reptiles,common box turtle,carolina,,Terrapene,173777,Undetermined,,12/12/2011,,12/12/2011,,found on road,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,FL,Martin County,,,27.1025343,-80.3191215,5.6599998474
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010542,,,Birds,Barn Owl,alba,,Tyto,177851,Undetermined,,12/09/2011,,12/12/2011,,found,,"Orphan, true / Parents not available",Yes,Observed,,FL,Martin County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010547,,,Birds,Muscovy Duck,moschata,,Cairina,,Undetermined,,12/13/2011,,12/13/2011,,ffff,,"Collision / Stationary object / Natural features, not moving",Yes,Observed,,KA,Doniphan County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010623,rthrth,zrthzrth,Mammals,South American Dusky Dolphin,obscurus,fitzroyi,Lagenorhynchus,612628,Female,,12/21/2011,6:20 AM,12/21/2011,,just some details,usual first aid,Behavioral Stranding,No,Suspected,lih,IA,Allamakee County,,,39.874482916324,-98.705308620705,599.9083251953
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010623,rthrth,zrthzrth,Mammals,South American Dusky Dolphin,obscurus,fitzroyi,Lagenorhynchus,612628,Female,,12/21/2011,6:20 AM,12/21/2011,,just some details,usual first aid,Collision,Yes,Suspected,blabla,IA,Allamakee County,,,39.874482916324,-98.705308620705,599.9083251953
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010674,,,Birds,Brown Pelican,occidentalis,,Pelecanus,174685,Undetermined,,12/19/2011,,12/26/2011,,found in yard,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,FL,Okaloosa County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010675,,,Birds,Brown Pelican,occidentalis,,Pelecanus,174685,Undetermined,,12/19/2011,,12/26/2011,,found in yard,,Animal interaction / Domestic animal / Cat,Yes,Suspected,,FL,Okaloosa County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010696,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,12/13/2011,,12/13/2011,,found on porch,,Undetermined,Yes,Observed,Possible animal attack,FL,Martin County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010697,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Undetermined,,12/11/2011,,12/11/2011,,found on driveway,,Undetermined,Yes,Observed,Possible animal attack,FL,Martin County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010860,,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Indeterminate,,12/29/2011,,12/29/2011,,caught in yard,,Undetermined,Yes,Suspected,,FL,Martin County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0010995,,,Birds,Black-and-white Warbler,varia,,Mniotilta,178844,Male,,12/30/2011,,12/30/2011,,found on road,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,FL,Martin County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,11-0011005,,,Birds,Lesser Black-backed Gull,fuscus,,Larus,176821,Indeterminate,,12/30/2011,,12/30/2011,,confiscation,,Confiscation,Yes,Suspected,,FL,Martin County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0000084,,,Birds,Blue Jay,cristata,,Cyanocitta,179680,Indeterminate,,01/01/2012,,01/02/2012,,found in road,none,"Orphan, true / Parents rejected",Yes,Suspected,,AL,Mobile County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0000085,,,Birds,Blue Jay,cristata,,Cyanocitta,179680,Indeterminate,,01/01/2012,,01/02/2012,,found in road,none,"Orphan, true / Parents rejected",Yes,Suspected,,AL,Mobile County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0000585,,,Birds,American Crow,brachyrhynchos,,Corvus,179731,Undetermined,,01/09/2012,,01/09/2012,,ttt,,Animal interaction,Yes,Observed,,KA,Ford County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0000649,,fx femour - left leg,Birds,Barred Owl,varia,,Strix,177921,Undetermined,,01/11/2012,,01/11/2012,,"found on side of road, please call when ready for release",water,Environment,Yes,Observed,hbc,FL,Bay County,,,30.187877384797,-85.662555526984,9.3023805618
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0000659,,,Mammals,eastern gray squirrel,carolinensis,,Sciurus,180175,Female,,01/11/2012,2:00 AM,01/11/2012,,dfgdg,,"Orphan, true",Yes,Observed,,KA,Ford County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0000675,,,Mammals,Raccoon,lotor,,Procyon,180575,Undetermined,,01/11/2012,,01/11/2012,,xxx,,Electrocution/Electric Shock,Yes,Observed,,FL,Manatee County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0001614,ad0112,,Birds,Rock Pigeon,livia,,Columba,177071,Male,,02/05/2012,,02/05/2012,,xxx,,Animal interaction,Yes,Suspected,,VT,Caledonia County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0002233,ghow,blue,Birds,Great Horned Owl,virginianus,,Bubo,177884,Undetermined,,02/16/2012,,02/18/2012,,unknown,,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,WI,Dane County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0002239,,,Birds,Common Loon,immer,,Gavia,174469,Female,,02/01/2012,5:20 AM,02/19/2012,,XYZ,,Behavioral Stranding,Yes,Suspected,,KA,Butler County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0005667,2012-00020,,Mammals,Alaska marmot,broweri,,Marmota,180138,Male,,05/04/2012,,05/04/2012,,confiscated,,Confiscation,Yes,Suspected,,KA,Finney County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0005669,2012-00021,,Mammals,Alaska marmot,broweri,,Marmota,180138,Male,,05/04/2012,,05/04/2012,,confiscated,,Confiscation,Yes,Suspected,,KA,Finney County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0005999,FKA Bob,torn left ear,Mammals,rhesus macaque,mulatta,,Macaca,180099,Male,,05/09/2012,10:00 AM,05/09/2012,,ex-pet brought to sanctuary,set up in NC in squeeze cage with food/water,Inappropriate human possession / Pet,Yes,Suspected,macaque became aggressive with age,TX,Anderson County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0006857,12-6010,,Birds,Brown Pelican,occidentalis,,Pelecanus,174685,Indeterminate,,05/19/2012,,05/19/2012,,found on road,,Collision / Moving object / Car/truck/motorcycle,Yes,Suspected,,FL,Collier County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0006857,12-6010,,Birds,Brown Pelican,occidentalis,,Pelecanus,174685,Indeterminate,,05/19/2012,,05/19/2012,,found on road,,Entrapment / Trap / Fishing Gear,No,Suspected,,FL,Collier County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0006863,12-209,,Reptiles,Florida Box Turtle,carolina,bauri,Terrapene,208596,Male,,04/02/2012,,05/19/2012,,found crossing a busy road,,Inappropriate human possession / Pet,Yes,Suspected,,FL,Collier County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0006864,12-209,,Reptiles,Florida Box Turtle,carolina,bauri,Terrapene,208596,Male,,04/02/2012,,05/19/2012,,found crossing a busy road,,Inappropriate human possession / Pet,Yes,Suspected,,FL,Collier County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0006891,12-999,,Mammals,common raccoon,lotor,,Procyon,180575,Female,,05/18/2012,,05/19/2012,,orphan,,"Orphan, true / Parents not available",Yes,Suspected,,FL,Collier County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0007099,,,Birds,Red-shouldered Hawk,lineatus,,Buteo,175359,Undetermined,,05/21/2012,11:20 AM,05/21/2012,,Found down in driveway. Placed in plastic container until HEAL wildlife field rescue team arrived.,Bowl of Water,"Orphan, true",Yes,Suspected,,VA,Goochland County,,,37.802844,-77.733313,80.638999939
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0007313,12-9001,,Birds,Mallard,platyrhynchos,,Anas,175063,Undetermined,,05/23/2012,12:00 PM,05/23/2012,,Found beside road - no parent visible,Covered and put in box,"Orphan, true / Parents not available",Yes,Observed,,WA,Whatcom County,,,48.988028942333,-123.067522574066,22.2073955536
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0007367,12-109,,Birds,Brown Pelican,occidentalis,,Pelecanus,174685,Indeterminate,,05/24/2012,,05/24/2012,,hit by car,,Entrapment / Trap / Fishing Gear,Yes,Suspected,,FL,Collier County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0010125,,,Reptiles,Florida softshell turtle,ferox,,Apalone,208675,Indeterminate,,06/19/2012,,06/19/2012,,"found crossing the road, in the middle of the road, barely moving",,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,FL,Collier County,,,25.96047,-81.507983,0.9239448309
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0010239,,,Birds,Laughing Gull,atricilla,,Larus,176837,Indeterminate,,06/20/2012,,06/20/2012,,"found on beach, not moving",,Undetermined,Yes,Observed,,FL,Collier County,,,39.8128001147,-98.5466935084,562.3846435547
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0010263,,,Mammals,big brown bat,fuscus,,Eptesicus,180008,Indeterminate,,06/20/2012,,06/20/2012,,DDD,,Behavioral Stranding,Yes,Suspected,,FL,Collier County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0010938,,,Mammals,Alabama beach mouse,polionotus,ammobates,Peromyscus,202371,Undetermined,,06/28/2012,9:00 PM,06/28/2012,,found on road,kept warm in box,"Orphan, true",Yes,Suspected,body of adult bird on road,KA,Clark County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0011645,,,Mammals,big brown bat,fuscus,,Eptesicus,180008,Indeterminate,,07/04/2012,,07/04/2012,,hit by car,,Entrapment / Trap / Fishing Gear,Yes,Suspected,,FL,Collier County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0012943,,,Birds,House Sparrow,domesticus,,Passer,179628,Indeterminate,,07/19/2012,,07/18/2012,,.,,Behavioral Stranding,Yes,Observed,,KA,Allen County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0013407,Karen - Blue Bar,,Birds,Rock Dove,livia,,Columba,177071,Undetermined,,07/23/2012,,07/23/2012,,Found under car,None,Collision / Moving object / Car/truck/motorcycle,Yes,Observed,,NY,Kings County,,,40.7874643,-73.9704389,32.6917495728
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0013425,Markham Mockingbird,,Birds,Northern Mockingbird,polyglottos,,Mimus,178620,Undetermined,dasdfasdf,07/24/2012,,07/24/2012,,Annoying my cat in the back yard so the cat attacked the bird and I retrieved it.,Put it in a box.,Animal interaction / Domestic animal / Cat,Yes,Suspected,,NY,New York County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0014308,blackie,ISIS# 357891-0,Mammals,rhesus macaque,mulatta,,Macaca,180099,Female,,08/06/2012,,08/07/2012,,kutyfif,,Behavioral Stranding,Yes,Observed,,KA,Elk County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0015058,Bloody bunny,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Female,dasdfasdf,08/18/2012,,08/18/2012,,Found in backyard,Warmed up and gave fluids,Animal interaction / Domestic animal / Cat,Yes,Suspected,Degloved,FL,Brevard County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0015058,Bloody bunny,,Mammals,Eastern Cottontail,floridanus,,Sylvilagus,180124,Female,V̩rifier poids,08/18/2012,,08/18/2012,,Found in backyard,Warmed up and gave fluids,Animal interaction / Domestic animal / Cat,Yes,Suspected,Degloved,FL,Brevard County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0015302,12-1287,reed band 56,Reptiles,Southern Black Racer,constrictor,priapus,Coluber,209201,Male,,08/22/2012,,08/22/2012,,found on road,gave it hotdogs,"Collision / Stationary object / Natural features, not moving",Yes,Suspected,,VA,Augusta County,,,38.0398867,-78.9142263,436.0346374512
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0015391,2265,ring blauw 26,Birds,Laughing Gull,atricilla,,Larus,176837,Indeterminate,,08/24/2012,,08/24/2012,,-,,Animal interaction / Domestic animal / Dog,Yes,Suspected,,KA,Butler County,,,,,
Visitor WILD-ONe Account,1800 South Delphine Ave PO Box 1557,Waynesboro,VA,22980,Waynesboro (City),United States,(540) 942-9453,Active,12-0015391,2265,ring blauw 26,Birds,Laughing Gull,atricilla,,Larus,176837,Indeterminate,,08/24/2012,,08/24/2012,,-,,Oil/Grease contamination,No,Suspected,,KA,Butler County,,,,,
